time_stamp, total time, scan point size, incremental time, search time, delete size, delete time, tree size st, tree size end, add point size, preprocess time
1696750253.21502995,0.00443774,1478,0.00036953,0.00000000,0,0.00000000,3378,3388,45,0.00435347
1696750253.31510973,0.00412751,1478,0.00045254,0.00000000,0,0.00000000,3388,3400,52,0.00301921
1696750253.41510034,0.00739609,1508,0.00066746,0.00000000,0,0.00000000,3400,3424,45,0.00461840
1696750253.51504850,0.00481204,1533,0.00029524,0.00000000,0,0.00000000,3424,3447,50,0.00323142
1696750253.61516500,0.00627810,1554,0.00023916,0.00000000,0,0.00000000,3447,3468,55,0.00384575
1696750253.71512127,0.00712637,1552,0.00054983,0.00000000,0,0.00000000,3468,3476,59,0.00274175
1696750253.81500483,0.00676762,1600,0.00010713,0.00000000,0,0.00000000,3476,3489,34,0.00405169
1696750253.91517568,0.00451841,1542,0.00050184,0.00000000,0,0.00000000,3489,3451,38,0.00331279
1696750254.01507068,0.00445140,1618,0.00044561,0.00000000,0,0.00000000,3451,3439,51,0.00339222
1696750254.11499310,0.00653814,1631,0.00011001,0.00000000,0,0.00000000,3439,3463,31,0.00446737
1696750254.21516061,0.00606851,1617,0.00046375,0.00000000,0,0.00000000,3463,3477,44,0.00402677
1696750254.31504941,0.00565850,1647,0.00018063,0.00000000,0,0.00000000,3477,3492,39,0.00259576
1696750254.41496944,0.00216570,1603,0.00018487,0.00000000,0,0.00000000,3492,3502,49,0.00306727
1696750254.51513410,0.00619219,1652,0.00052093,0.00000000,0,0.00000000,3502,3525,57,0.00482518
1696750254.61506534,0.00624542,1653,0.00048969,0.00000000,0,0.00000000,3525,3551,46,0.00444988
1696750254.71497321,0.00649198,1641,0.00025436,0.00000000,0,0.00000000,3551,3570,42,0.00482442
1696750254.81513643,0.00632313,1616,0.00023909,0.00000000,0,0.00000000,3570,3582,37,0.00133623
1696750254.91506076,0.00650621,1563,0.00028334,0.00000000,0,0.00000000,3582,3609,33,0.00261549
1696750255.01495552,0.00673602,1637,0.00037350,0.00000000,0,0.00000000,3609,3632,35,0.00425016
1696750255.11511707,0.00663734,1574,0.00070247,0.00000000,0,0.00000000,3632,3537,27,0.00495708
1696750255.21500063,0.00784092,1558,0.00028299,0.00000000,0,0.00000000,3537,3557,27,0.00533771
1696750255.31513071,0.00767880,1575,0.00013189,0.00000000,0,0.00000000,3557,3573,25,0.00360686
1696750255.41513753,0.00524669,1559,0.00017361,0.00000000,0,0.00000000,3573,3585,24,0.00306430
1696750255.51502061,0.00622408,1499,0.00022888,0.00000000,0,0.00000000,3585,3601,31,0.00296227
1696750255.61498237,0.00545034,1465,0.00014302,0.00000000,0,0.00000000,3601,3605,16,0.00486152
1696750255.71507359,0.00461871,1455,0.00025409,0.00000000,0,0.00000000,3605,3625,36,0.00375711
1696750255.81501293,0.00639283,1466,0.00019522,0.00000000,0,0.00000000,3625,3636,36,0.00573303
1696750255.91511250,0.00548193,1473,0.00017485,0.00000000,0,0.00000000,3636,3664,42,0.00469250
1696750256.01511955,0.00587542,1493,0.00039436,0.00000000,0,0.00000000,3664,3671,35,0.00542776
1696750256.11501336,0.00305675,1446,0.00012435,0.00000000,0,0.00000000,3671,3690,34,0.00280183
1696750256.21509814,0.00647958,1425,0.00036173,0.00000000,0,0.00000000,3690,3697,33,0.00289542
1696750256.31506968,0.00748918,1450,0.00043653,0.00000000,0,0.00000000,3697,3721,55,0.00532345
1696750256.41504455,0.00603412,1421,0.00036437,0.00000000,0,0.00000000,3721,3737,39,0.00492443
1696750256.51490641,0.00652612,1387,0.00021812,0.00000000,0,0.00000000,3737,3772,45,0.00319090
1696750256.61510253,0.00597854,1349,0.00029113,0.00000000,0,0.00000000,3772,3790,31,0.00362300
1696750256.71494699,0.00655264,1315,0.00019802,0.00000000,0,0.00000000,3790,3807,34,0.00558007
1696750256.81510186,0.00483756,1209,0.00025931,0.00000000,0,0.00000000,3807,3817,23,0.00345123
1696750256.91507912,0.00654116,1251,0.00024764,0.00000000,0,0.00000000,3817,3824,32,0.00310235
1696750257.01495814,0.00327319,1227,0.00012410,0.00000000,0,0.00000000,3824,3841,38,0.00315409
1696750257.11494064,0.00314050,1213,0.00017852,0.00000000,0,0.00000000,3841,3863,36,0.00500483
1696750257.21507692,0.00274327,1189,0.00017017,0.00000000,0,0.00000000,3863,3861,39,0.00262180
1696750257.31492496,0.00708422,1167,0.00037183,0.00000000,0,0.00000000,3861,3875,30,0.00507430
1696750257.41494584,0.00364507,1154,0.00011333,0.00000000,0,0.00000000,3875,3899,35,0.00233284
1696750257.51503253,0.00544687,1182,0.00012963,0.00000000,0,0.00000000,3899,3899,23,0.00145575
1696750257.61499977,0.00690224,1179,0.00026999,0.00000000,0,0.00000000,3899,3895,23,0.00452424
1696750257.71507978,0.00352758,1167,0.00013529,0.00000000,0,0.00000000,3895,3917,40,0.00345132
1696750257.81507874,0.00498888,1144,0.00019567,0.00000000,0,0.00000000,3917,3924,29,0.00420101
1696750257.91504097,0.00576011,1150,0.00018824,0.00000000,0,0.00000000,3924,3936,27,0.00272558
1696750258.01490617,0.00468285,1173,0.00020056,0.00000000,0,0.00000000,3936,3935,23,0.00493564
1696750258.11503506,0.00795027,1168,0.00035971,0.00000000,0,0.00000000,3935,3933,27,0.00448005
1696750258.21496367,0.00618457,1176,0.00021113,0.00000000,0,0.00000000,3933,3937,13,0.00334281
1696750258.31502104,0.00765345,1174,0.00031684,0.00000000,0,0.00000000,3937,3931,14,0.00279510
1696750258.41501999,0.00459688,1219,0.00021007,0.00000000,0,0.00000000,3931,3924,25,0.00267357
1696750258.51501751,0.00654205,1213,0.00019150,0.00000000,0,0.00000000,3924,3935,18,0.00315499
1696750258.61508250,0.00494290,1203,0.00014827,0.00000000,0,0.00000000,3935,3939,13,0.00500155
1696750258.71500087,0.00439999,1214,0.00020751,0.00000000,0,0.00000000,3939,3928,17,0.00249233
1696750258.81496119,0.00420164,1184,0.00025694,0.00000000,0,0.00000000,3928,3930,20,0.00389956
1696750258.91490269,0.00558111,1235,0.00013959,0.00000000,0,0.00000000,3930,3947,22,0.00302863
1696750259.01499915,0.00616967,1259,0.00016964,0.00000000,0,0.00000000,3947,3961,18,0.00355390
1696750259.11491895,0.00867217,1275,0.00030301,0.00000000,0,0.00000000,3961,3964,17,0.00257652
1696750259.21484518,0.00548374,1316,0.00014114,0.00000000,0,0.00000000,3964,3958,16,0.00269958
1696750259.31503487,0.00615121,1314,0.00018178,0.00000000,0,0.00000000,3958,3970,18,0.00487932
1696750259.41494608,0.00628575,1337,0.00031019,0.00000000,0,0.00000000,3970,3966,17,0.00357373
1696750259.51489329,0.00695790,1341,0.00089388,0.00000000,0,0.00000000,3966,3932,15,0.00483079
1696750259.61497474,0.00240992,1357,0.00005106,0.00000000,0,0.00000000,3807,3823,17,0.00401070
1696750259.71492219,0.00470697,1349,0.00006008,0.00000000,0,0.00000000,3823,3833,10,0.00320800
1696750259.81487846,0.00468917,1409,0.00004773,0.00000000,0,0.00000000,3833,3844,12,0.00351383
1696750259.91494012,0.00605279,1371,0.00004943,0.00000000,0,0.00000000,3844,3848,12,0.00239164
1696750260.01490283,0.00462796,1386,0.00009109,0.00000000,0,0.00000000,3848,3853,11,0.00170028
1696750260.11486077,0.00596891,1386,0.00017507,0.00000000,0,0.00000000,3853,3861,14,0.00356699
1696750260.21497703,0.00426626,1400,0.00005381,0.00000000,0,0.00000000,3861,3871,12,0.00241933
1696750260.31492138,0.00440957,1415,0.00007924,0.00000000,0,0.00000000,3871,3875,13,0.00469874
1696750260.41501617,0.00503894,1419,0.00003422,0.00000000,0,0.00000000,3875,3882,7,0.00283166
1696750260.51498079,0.00636206,1432,0.00004733,0.00000000,0,0.00000000,3882,3888,6,0.00253909
1696750260.61490679,0.00390602,1445,0.00002422,0.00000000,0,0.00000000,3888,3893,6,0.00526991
1696750260.71483278,0.00847629,1453,0.00010871,0.00000000,0,0.00000000,3893,3904,16,0.00334020
1696750260.81508994,0.00719312,1418,0.00018319,0.00000000,0,0.00000000,3904,3909,12,0.00293953
1696750260.91489434,0.00738837,1455,0.00025277,0.00000000,0,0.00000000,3909,3919,19,0.00487857
1696750261.01485181,0.00348767,1432,0.00003254,0.00000000,0,0.00000000,3919,3926,8,0.00303459
1696750261.11496615,0.00869700,1443,0.00033614,0.00000000,0,0.00000000,3926,3938,16,0.00285856
1696750261.21486115,0.00604082,1457,0.00011323,0.00000000,0,0.00000000,3938,3944,16,0.00338476
1696750261.31494713,0.00851771,1454,0.00021659,0.00000000,0,0.00000000,3944,3941,17,0.00331936
1696750261.41492033,0.00561140,1459,0.00007595,0.00000000,0,0.00000000,3941,3927,10,0.00448144
1696750261.51487112,0.00762173,1485,0.00035720,0.00000000,0,0.00000000,3927,3940,19,0.00499893
1696750261.61480427,0.00452416,1445,0.00007338,0.00000000,0,0.00000000,3940,3946,16,0.00230611
1696750261.71495485,0.00602862,1421,0.00028365,0.00000000,0,0.00000000,3946,3956,18,0.00529840
1696750261.81482244,0.00568794,1446,0.00009139,0.00000000,0,0.00000000,3956,3950,10,0.00264799
1696750261.91475081,0.00479398,1449,0.00010261,0.00000000,0,0.00000000,3950,3962,14,0.00556226
1696750262.01494217,0.01217581,1465,0.00016249,0.00000000,0,0.00000000,3962,3968,8,0.00389192
1696750262.11483765,0.00328973,1428,0.00003339,0.00000000,0,0.00000000,3968,3975,11,0.00264482
1696750262.21479273,0.00266687,1422,0.00004929,0.00000000,0,0.00000000,3975,3979,11,0.00227704
1696750262.31486201,0.00353191,1446,0.00007245,0.00000000,0,0.00000000,3979,3984,15,0.00219267
1696750262.41482234,0.00380814,1449,0.00003283,0.00000000,0,0.00000000,3984,3990,11,0.00676645
1696750262.51530647,0.00799702,1471,0.00045084,0.00000000,0,0.00000000,3990,3965,9,0.00113429
1696750262.61492419,0.00502341,1468,0.00006104,0.00000000,0,0.00000000,3965,3967,13,0.00442218
1696750262.71484518,0.00623058,1454,0.00012577,0.00000000,0,0.00000000,3967,3964,8,0.00533127
1696750262.81477523,0.00528345,1464,0.00004901,0.00000000,0,0.00000000,3964,3970,7,0.00304282
1696750262.91490483,0.00603132,1429,0.00004388,0.00000000,0,0.00000000,3970,3973,4,0.00610486
1696750263.01480126,0.00476865,1436,0.00007790,0.00000000,0,0.00000000,3973,3983,15,0.00349432
1696750263.11474681,0.00483420,1457,0.00005409,0.00000000,0,0.00000000,3983,3986,12,0.00440477
1696750263.21490026,0.00386902,1461,0.00002078,0.00000000,0,0.00000000,3986,3984,3,0.00414540
1696750263.31474090,0.00630425,1431,0.00007379,0.00000000,0,0.00000000,3984,3985,5,0.00294383
1696750263.41475749,0.00512082,1462,0.00004489,0.00000000,0,0.00000000,3985,3991,8,0.00426090
1696750263.51501799,0.00538347,1468,0.00008114,0.00000000,0,0.00000000,3991,3984,6,0.00316139
1696750263.61479139,0.00399249,1441,0.00004013,0.00000000,0,0.00000000,3984,3984,6,0.00393449
1696750263.71482897,0.00609938,1446,0.00001498,0.00000000,0,0.00000000,3984,3986,2,0.00407168
1696750263.81486464,0.00448118,1457,0.00003108,0.00000000,0,0.00000000,3986,3988,8,0.00513383
1696750263.91477871,0.00883217,1447,0.00026402,0.00000000,0,0.00000000,3988,3989,12,0.00357263
1696750264.01476359,0.00437070,1444,0.00004751,0.00000000,0,0.00000000,3989,3985,8,0.00333541
1696750264.11485291,0.00394114,1420,0.00004206,0.00000000,0,0.00000000,3985,3987,5,0.00499412
1696750264.21478176,0.00474787,1447,0.00005803,0.00000000,0,0.00000000,3987,3993,8,0.00511394
1696750264.31472564,0.00571966,1470,0.00006882,0.00000000,0,0.00000000,3993,3991,3,0.00378562
1696750264.41486120,0.00441284,1429,0.00005750,0.00000000,0,0.00000000,3991,3990,3,0.00470274
1696750264.51476932,0.00624861,1479,0.00007488,0.00000000,0,0.00000000,3990,3992,8,0.00336378
1696750264.61474490,0.00324423,1460,0.00004339,0.00000000,0,0.00000000,3992,4000,11,0.00376892
1696750264.71486259,0.00630314,1435,0.00010794,0.00000000,0,0.00000000,4000,3999,7,0.00306291
1696750264.81472826,0.00528785,1430,0.00011285,0.00000000,0,0.00000000,3999,3999,12,0.00533963
1696750264.91474748,0.00597790,1454,0.00003944,0.00000000,0,0.00000000,3999,4003,5,0.00587640
1696750265.01483774,0.00398745,1435,0.00003792,0.00000000,0,0.00000000,4003,4006,7,0.00251504
1696750265.11470890,0.00669759,1451,0.00004963,0.00000000,0,0.00000000,4006,4010,6,0.00316187
1696750265.21471357,0.00402585,1445,0.00001479,0.00000000,0,0.00000000,4010,4012,3,0.00421579
1696750265.31482005,0.00591932,1430,0.00002231,0.00000000,0,0.00000000,4012,4016,5,0.00438796
1696750265.41475987,0.00447495,1458,0.00003808,0.00000000,0,0.00000000,4016,4018,6,0.00352744
1696750265.51471519,0.00489491,1437,0.00002811,0.00000000,0,0.00000000,4018,4021,4,0.00509101
1696750265.61481953,0.00449327,1464,0.00003407,0.00000000,0,0.00000000,4021,4026,7,0.00213711
1696750265.71486855,0.00469366,1402,0.00005839,0.00000000,0,0.00000000,4026,4031,7,0.00528492
1696750265.81470799,0.00441017,1423,0.00002402,0.00000000,0,0.00000000,4031,4028,3,0.00289992
1696750265.91486645,0.00435897,1427,0.00003093,0.00000000,0,0.00000000,4028,4028,4,0.00404706
1696750266.01469398,0.00413395,1460,0.00008085,0.00000000,0,0.00000000,4028,4034,12,0.00502462
1696750266.11468816,0.00445156,1445,0.00006859,0.00000000,0,0.00000000,4034,4034,8,0.00567993
1696750266.21481013,0.00514966,1439,0.00002402,0.00000000,0,0.00000000,4034,4036,3,0.00507133
1696750266.31471634,0.00483875,1429,0.00006128,0.00000000,0,0.00000000,4036,4030,5,0.00270037
1696750266.41465378,0.00519640,1459,0.00003008,0.00000000,0,0.00000000,4030,4036,9,0.00517401
1696750266.51489305,0.00522669,1436,0.00005522,0.00000000,0,0.00000000,4036,4040,7,0.00561567
1696750266.61467171,0.00427758,1434,0.00005638,0.00000000,0,0.00000000,4040,4044,10,0.00441447
1696750266.71467304,0.00583732,1457,0.00004202,0.00000000,0,0.00000000,4044,4045,6,0.00412890
1696750266.81480622,0.00199915,1450,0.00001222,0.00000000,0,0.00000000,4045,4047,3,0.00451918
1696750266.91467929,0.00488501,1468,0.00004347,0.00000000,0,0.00000000,4047,4047,4,0.00371717
1696750267.01466870,0.00463591,1408,0.00001247,0.00000000,0,0.00000000,4047,4049,2,0.00345611
1696750267.11477470,0.00406507,1466,0.00008877,0.00000000,0,0.00000000,4049,4044,10,0.00571902
1696750267.21466708,0.00228331,1463,0.00001777,0.00000000,0,0.00000000,4044,4040,5,0.00581764
1696750267.31467700,0.00627340,1441,0.00004843,0.00000000,0,0.00000000,4040,4044,5,0.00371318
1696750267.41474891,0.00428021,1458,0.00000358,0.00000000,0,0.00000000,4044,4044,1,0.00316410
1696750267.51467013,0.00484668,1450,0.00002440,0.00000000,0,0.00000000,4044,4046,3,0.00400777
1696750267.61463356,0.00437335,1449,0.00003187,0.00000000,0,0.00000000,4046,4048,4,0.00187874
1696750267.71473861,0.00524442,1453,0.00001313,0.00000000,0,0.00000000,4048,4050,2,0.00450714
1696750267.81469393,0.00446297,1444,0.00003961,0.00000000,0,0.00000000,4050,4050,5,0.00276056
1696750267.91473174,0.00664058,1438,0.00000899,0.00000000,0,0.00000000,4050,4050,3,0.00372210
1696750268.01474977,0.00296070,1437,0.00001419,0.00000000,0,0.00000000,4050,4045,1,0.00457396
1696750268.11467767,0.00527121,1472,0.00004185,0.00000000,0,0.00000000,4045,4046,4,0.00522671
1696750268.21477532,0.00431574,1472,0.00002769,0.00000000,0,0.00000000,4046,4047,5,0.00633202
1696750268.31469393,0.00409266,1429,0.00003807,0.00000000,0,0.00000000,4047,4046,5,0.00335934
1696750268.41465116,0.00405568,1474,0.00000403,0.00000000,0,0.00000000,4046,4046,1,0.00463624
1696750268.51464105,0.00501267,1477,0.00006029,0.00000000,0,0.00000000,4046,4048,9,0.00310332
1696750268.61470962,0.00687054,1483,0.00007816,0.00000000,0,0.00000000,4048,4042,5,0.00259602
1696750268.71467471,0.00546101,1496,0.00002944,0.00000000,0,0.00000000,4042,4045,5,0.00369128
1696750268.81461358,0.00410454,1496,0.00003164,0.00000000,0,0.00000000,4045,4051,8,0.00423639
1696750268.91467094,0.00483242,1457,0.00001998,0.00000000,0,0.00000000,4051,4053,2,0.00364516
1696750269.01463270,0.00588210,1476,0.00003630,0.00000000,0,0.00000000,4053,4055,3,0.00274171
1696750269.11458969,0.00459276,1473,0.00003962,0.00000000,0,0.00000000,4055,4055,6,0.00352172
1696750269.21471858,0.00403816,1459,0.00001715,0.00000000,0,0.00000000,4055,4058,3,0.00388737
1696750269.31462932,0.00582148,1477,0.00004541,0.00000000,0,0.00000000,4058,4063,7,0.00231787
1696750269.41463065,0.00518822,1463,0.00004990,0.00000000,0,0.00000000,4063,4065,6,0.00435932
1696750269.51472449,0.00528171,1454,0.00001594,0.00000000,0,0.00000000,4065,4066,3,0.00430258
1696750269.61466026,0.00728293,1471,0.00003547,0.00000000,0,0.00000000,4066,4068,3,0.00377001
1696750269.71475530,0.00291180,1472,0.00000909,0.00000000,0,0.00000000,4068,4070,5,0.00478685
1696750269.81470752,0.00247495,1457,0.00002214,0.00000000,0,0.00000000,4070,4071,5,0.00445285
1696750269.91475844,0.00552475,1423,0.00001076,0.00000000,0,0.00000000,4071,4072,1,0.00368853
1696750270.01476479,0.00550391,1468,0.00001247,0.00000000,0,0.00000000,4072,4074,4,0.00398539
1696750270.11470485,0.00533968,1464,0.00002035,0.00000000,0,0.00000000,4074,4077,4,0.00258697
1696750270.21460056,0.00455523,1451,0.00003390,0.00000000,0,0.00000000,4077,4075,6,0.00082339
1696750270.31480002,0.00401527,1477,0.00000799,0.00000000,0,0.00000000,4075,4075,3,0.00269069
1696750270.41476274,0.00495550,1470,0.00004657,0.00000000,0,0.00000000,4075,4073,5,0.00589977
1696750270.51472712,0.00687236,1462,0.00002371,0.00000000,0,0.00000000,4073,4075,3,0.00474830
1696750270.61471486,0.00386750,1473,0.00000705,0.00000000,0,0.00000000,4075,4076,1,0.00410125
1696750270.71466899,0.00706304,1462,0.00018023,0.00000000,0,0.00000000,4076,4068,11,0.00299298
1696750270.81472898,0.00558630,1463,0.00002706,0.00000000,0,0.00000000,4068,4070,3,0.00353002
1696750270.91473055,0.00562101,1437,0.00004258,0.00000000,0,0.00000000,4070,4063,5,0.00481665
1696750271.01465058,0.00492778,1443,0.00003715,0.00000000,0,0.00000000,4063,4065,7,0.00481824
